Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
2,296.7,307.8,1286,60.5,0,0,11.100000000000023,77803.0,0.0
1,296.7,307.8,1400,47.5,3,0,11.100000000000023,66500.0,0.002142857142857143
1,296.8,307.9,1337,56.5,5,0,11.099999999999966,75540.5,0.0037397157816005983
1,296.9,308.0,1332,53.9,7,0,11.100000000000023,71794.8,0.005255255255255256
1,296.8,308.0,1561,38.3,9,0,11.199999999999989,59786.299999999996,0.005765534913516977
1,296.9,308.0,1546,31.1,11,0,11.100000000000023,48080.600000000006,0.0071151358344113845
1,296.9,308.0,1713,29.3,13,0,11.100000000000023,50190.9,0.007589025102159953
1,296.9,308.0,1343,44.5,15,0,11.100000000000023,59763.5,0.011169024571854059
1,296.8,308.0,1391,54.4,17,0,11.199999999999989,75670.4,0.012221423436376708
0,296.8,308.0,1311,58.6,19,0,11.199999999999989,76824.6,0.014492753623188406
0,296.8,308.0,1453,51.0,24,0,11.199999999999989,74103.0,0.016517549896765314
1,296.8,308.0,1510,39.4,29,0,11.199999999999989,59494.0,0.019205298013245033
1,296.8,307.9,1448,48.8,31,0,11.099999999999966,70662.4,0.021408839779005526
1,296.7,307.8,1453,46.0,33,0,11.100000000000023,66838.0,0.022711631108052306
1,296.7,307.8,1468,39.2,35,0,11.100000000000023,57545.600000000006,0.023841961852861037
1,296.7,307.8,1382,47.5,37,0,11.100000000000023,65645.0,0.026772793053545588
1,296.7,308.0,1580,32.2,39,0,11.300000000000011,50876.00000000001,0.024683544303797468
1,296.8,308.0,1666,29.8,41,0,11.199999999999989,49646.8,0.02460984393757503
2,296.9,308.0,1409,50.7,43,0,11.100000000000023,71436.3,0.030518097941802696
1,296.8,308.0,1675,29.7,46,0,11.199999999999989,49747.5,0.02746268656716418
1,296.8,307.9,1698,30.8,48,0,11.099999999999966,52298.4,0.028268551236749116
0,296.7,307.9,1579,33.4,50,0,11.199999999999989,52738.6,0.031665611146295125
1,296.7,307.9,1743,27.9,55,0,11.199999999999989,48629.7,0.03155479059093517
2,296.9,308.0,1497,44.8,57,0,11.100000000000023,67065.59999999999,0.03807615230460922
1,296.9,308.1,1741,28.8,60,0,11.200000000000045,50140.8,0.03446295232624928
1,296.9,308.1,1435,45.3,62,0,11.200000000000045,65005.49999999999,0.04320557491289199
2,296.9,308.1,1440,46.3,64,0,11.200000000000045,66672.0,0.044444444444444446
2,296.9,308.0,1641,33.3,67,0,11.100000000000023,54645.299999999996,0.04082876294942109
1,296.8,307.9,1420,45.4,70,0,11.099999999999966,64468.0,0.04929577464788732
1,296.8,307.9,1611,35.4,72,0,11.099999999999966,57029.399999999994,0.0446927374301676
1,296.8,307.8,1373,42.9,74,0,11.0,58901.7,0.053896576839038604
2,296.8,307.9,1683,31.8,76,0,11.099999999999966,53519.4,0.0451574569221628
0,296.9,307.9,1547,32.6,79,0,11.0,50432.200000000004,0.05106658047834518
1,296.9,307.8,1605,37.0,84,0,10.900000000000034,59385.0,0.052336448598130844
2,296.9,307.9,2010,18.9,86,0,11.0,37989.0,0.042786069651741296
1,296.8,307.7,1565,40.1,89,0,10.899999999999977,62756.5,0.05686900958466454
2,296.9,307.8,1828,24.6,91,0,10.900000000000034,44968.8,0.049781181619256015
2,297.0,307.8,1579,34.1,94,0,10.800000000000011,53843.9,0.059531348955034834
2,297.0,307.9,1882,24.2,97,0,10.899999999999977,45544.4,0.05154091392136025
1,296.9,307.8,1285,52.1,100,0,10.900000000000034,66948.5,0.07782101167315175
1,296.9,307.8,1571,35.0,102,0,10.900000000000034,54985.0,0.06492679821769573
0,296.9,307.8,1549,37.8,104,0,10.900000000000034,58552.2,0.0671400903808909
2,296.9,307.8,1544,37.6,109,0,10.900000000000034,58054.4,0.0705958549222798
2,297.0,307.9,1412,47.4,112,0,10.899999999999977,66928.8,0.07932011331444759
2,297.0,307.9,1422,53.0,115,0,10.899999999999977,75366.0,0.0808720112517581
1,297.0,307.7,1867,22.8,118,0,10.699999999999989,42567.6,0.06320299946438136
1,296.9,307.7,1424,43.3,120,0,10.800000000000011,61659.2,0.08426966292134831
1,296.9,307.6,1452,45.7,122,0,10.700000000000045,66356.40000000001,0.08402203856749312
1,296.9,307.7,1550,39.7,124,0,10.800000000000011,61535.00000000001,0.08
1,296.8,307.6,1588,37.6,126,0,10.800000000000011,59708.8,0.07934508816120907
1,296.8,307.6,1338,44.4,128,0,10.800000000000011,59407.2,0.09566517189835576
1,296.8,307.6,1513,40.0,130,0,10.800000000000011,60520.0,0.08592200925313946
2,296.8,307.5,1470,45.9,132,0,10.699999999999989,67473.0,0.08979591836734693
2,296.8,307.5,1516,36.7,135,0,10.699999999999989,55637.200000000004,0.08905013192612138
1,296.8,307.6,1434,48.3,138,0,10.800000000000011,69262.2,0.09623430962343096
1,296.8,307.6,1368,52.0,140,0,10.800000000000011,71136.0,0.1023391812865497
1,296.8,307.6,1304,48.7,142,0,10.800000000000011,63504.8,0.10889570552147239
1,296.8,307.6,1398,46.7,144,0,10.800000000000011,65286.600000000006,0.10300429184549356
1,296.7,307.6,1516,37.4,146,0,10.900000000000034,56698.4,0.09630606860158311
1,296.7,307.6,1474,41.7,148,0,10.900000000000034,61465.8,0.10040705563093623
2,296.7,307.6,1547,34.7,150,0,10.900000000000034,53680.9,0.09696186166774402
2,296.6,307.5,1482,39.9,153,0,10.899999999999977,59131.799999999996,0.10323886639676114
1,296.6,307.4,1436,42.8,156,0,10.799999999999955,61460.799999999996,0.10863509749303621
1,296.6,307.3,1474,40.0,158,0,10.699999999999989,58960.0,0.10719131614654002
1,296.5,307.2,1481,38.2,160,0,10.699999999999989,56574.200000000004,0.10803511141120864
1,296.5,307.3,1501,42.1,162,0,10.800000000000011,63192.1,0.10792804796802132
1,296.5,307.3,1566,37.2,164,0,10.800000000000011,58255.200000000004,0.10472541507024266
1,296.5,307.3,1579,34.5,166,0,10.800000000000011,54475.5,0.10512982900569981
1,296.6,307.4,1631,35.0,168,0,10.799999999999955,57085.0,0.10300429184549356
2,296.6,307.4,1544,42.3,170,0,10.799999999999955,65311.2,0.11010362694300518
1,296.6,307.4,1521,38.6,173,0,10.799999999999955,58710.6,0.11374095989480605
1,296.6,307.4,1616,28.0,175,0,10.799999999999955,45248.0,0.10829207920792079
0,296.6,307.4,1333,50.2,177,0,10.799999999999955,66916.6,0.13278319579894973
2,296.7,307.4,1533,32.5,182,0,10.699999999999989,49822.5,0.1187214611872146
1,296.6,307.4,1368,45.1,185,0,10.799999999999955,61696.8,0.13523391812865498
1,296.6,307.4,1465,47.8,187,0,10.799999999999955,70027.0,0.12764505119453926
0,296.6,307.4,1406,41.5,189,0,10.799999999999955,58349.0,0.13442389758179232
2,296.5,307.4,1565,43.5,194,0,10.899999999999977,68077.5,0.12396166134185303
1,296.6,307.5,1582,37.9,197,0,10.899999999999977,59957.799999999996,0.12452591656131479
1,296.6,307.5,1439,45.5,199,0,10.899999999999977,65474.5,0.13829047949965254
2,296.6,307.5,1566,35.0,201,0,10.899999999999977,54810.0,0.12835249042145594
1,296.6,307.5,1485,42.7,204,0,10.899999999999977,63409.50000000001,0.13737373737373737
1,296.5,307.5,1566,35.1,206,0,11.0,54966.600000000006,0.13154533844189017
1,296.3,307.3,1439,41.5,208,0,11.0,59718.5,0.14454482279360667
2,296.4,307.4,1416,50.0,210,0,11.0,70800.0,0.1483050847457627
1,296.4,307.4,2833,5.6,213,1,11.0,15864.8,0.07518531591951995
1,296.3,307.4,1465,47.1,215,0,11.099999999999966,69001.5,0.14675767918088736
0,296.4,307.4,1586,35.5,0,0,11.0,56303.0,0.0
1,296.3,307.3,1567,31.4,5,0,11.0,49203.799999999996,0.003190810465858328
2,296.2,307.2,1389,48.6,7,0,11.0,67505.40000000001,0.005039596832253419
2,296.3,307.3,1368,49.5,10,0,11.0,67716.0,0.007309941520467836
1,296.3,307.3,1444,49.0,13,0,11.0,70756.0,0.009002770083102494
2,296.3,307.3,1498,41.6,15,0,11.0,62316.8,0.010013351134846462
1,296.1,307.2,1615,30.8,18,0,11.099999999999966,49742.0,0.011145510835913313
1,296.1,307.1,1898,22.7,20,0,11.0,43084.6,0.01053740779768177
2,296.1,307.1,1350,53.3,22,0,11.0,71955.0,0.016296296296296295
2,296.2,307.0,1516,37.6,25,0,10.800000000000011,57001.6,0.016490765171503958
0,296.2,307.0,1542,40.6,28,0,10.800000000000011,62605.200000000004,0.018158236057068743
0,296.1,306.9,1541,32.6,33,0,10.799999999999955,50236.600000000006,0.021414665801427646
2,296.1,306.9,1951,23.3,38,0,10.799999999999955,45458.3,0.019477191184008202
0,296.1,306.8,1645,31.0,41,0,10.699999999999989,50995.0,0.02492401215805471
1,296.0,306.7,1416,44.2,46,0,10.699999999999989,62587.200000000004,0.03248587570621469
2,296.0,306.7,2044,22.3,48,0,10.699999999999989,45581.200000000004,0.023483365949119372
1,295.9,306.6,1414,50.2,51,0,10.700000000000045,70982.8,0.03606789250353607
1,295.9,306.6,1678,26.7,53,0,10.700000000000045,44802.6,0.03158522050059595
0,295.9,306.5,1594,33.2,55,0,10.600000000000023,52920.8,0.03450439146800502
2,295.8,306.5,1514,37.7,60,0,10.699999999999989,57077.8,0.03963011889035667
1,295.8,306.5,1358,49.2,63,0,10.699999999999989,66813.6,0.04639175257731959
1,295.8,306.4,1325,56.2,65,0,10.599999999999966,74465.0,0.04905660377358491
1,295.8,306.4,1339,53.2,67,0,10.599999999999966,71234.8,0.05003734129947722
2,295.8,306.4,1335,51.7,69,0,10.599999999999966,69019.5,0.051685393258426963
1,295.9,306.4,1892,21.7,72,0,10.5,41056.4,0.03805496828752643
1,295.9,306.4,1575,28.5,74,0,10.5,44887.5,0.04698412698412698
2,295.8,306.3,1444,45.5,76,0,10.5,65702.0,0.05263157894736842
1,295.7,306.3,1915,22.4,79,0,10.600000000000023,42896.0,0.0412532637075718
2,295.6,306.2,1584,33.6,81,0,10.599999999999966,53222.4,0.05113636363636364
2,295.7,306.3,1685,34.9,84,0,10.600000000000023,58806.5,0.049851632047477744
1,295.8,306.3,1337,54.6,87,0,10.5,73000.2,0.06507105459985041
2,295.8,306.3,1235,76.2,89,1,10.5,94107.0,0.07206477732793522
1,295.7,306.2,1464,46.2,92,0,10.5,67636.8,0.06284153005464481
2,295.7,306.2,1739,25.9,94,0,10.5,45040.1,0.05405405405405406
1,295.7,306.3,1490,34.3,97,0,10.600000000000023,51106.99999999999,0.06510067114093959
1,295.8,306.4,1356,48.0,99,0,10.599999999999966,65088.0,0.07300884955752213
1,295.7,306.2,1397,52.0,101,0,10.5,72644.0,0.07229778095919828
1,295.7,306.2,1458,40.6,103,0,10.5,59194.8,0.07064471879286695
0,295.7,306.2,2161,16.5,105,0,10.5,35656.5,0.048588616381304954
2,295.6,306.1,1651,28.1,110,0,10.5,46393.100000000006,0.06662628709872805
1,295.6,306.1,1389,46.2,113,0,10.5,64171.8,0.08135349172066235
1,295.6,306.0,1370,52.4,115,0,10.399999999999977,71788.0,0.08394160583941605
1,295.7,306.1,1408,47.9,117,0,10.400000000000034,67443.2,0.08309659090909091
1,295.7,306.1,1343,54.4,119,0,10.400000000000034,73059.2,0.08860759493670886
2,295.7,306.2,1423,42.5,121,0,10.5,60477.5,0.08503162333099086
1,295.6,306.2,1426,48.6,124,0,10.599999999999966,69303.6,0.08695652173913043
2,295.6,306.2,1435,51.6,126,0,10.599999999999966,74046.0,0.08780487804878048
1,295.5,306.1,1573,35.1,129,0,10.600000000000023,55212.3,0.08200890019071837
1,295.6,306.2,1612,31.2,131,0,10.599999999999966,50294.4,0.08126550868486353
1,295.6,306.2,1446,49.9,133,0,10.599999999999966,72155.4,0.09197786998616875
0,295.6,306.2,1329,55.3,135,0,10.599999999999966,73493.7,0.10158013544018059
1,295.6,306.2,1569,35.1,140,0,10.599999999999966,55071.9,0.08922880815806246
0,295.6,306.1,1256,62.3,142,0,10.5,78248.8,0.11305732484076433
1,295.6,306.1,1383,48.7,147,0,10.5,67352.1,0.10629067245119306
1,295.7,306.2,2270,14.6,149,1,10.5,33142.0,0.06563876651982378
0,295.7,306.2,1458,49.8,151,0,10.5,72608.4,0.10356652949245541
1,295.6,306.1,1474,41.2,156,0,10.5,60728.8,0.10583446404341927
2,295.6,306.1,1462,49.2,158,0,10.5,71930.40000000001,0.10807113543091655
2,295.6,306.1,1669,29.0,161,0,10.5,48401.0,0.09646494907130018
2,295.5,306.1,1822,24.3,164,0,10.600000000000023,44274.6,0.09001097694840834
1,295.5,306.0,1456,39.2,167,0,10.5,57075.200000000004,0.11469780219780219
1,295.5,306.0,1546,35.9,169,0,10.5,55501.399999999994,0.1093143596377749
2,295.6,306.1,1490,42.7,171,0,10.5,63623.00000000001,0.11476510067114094
1,295.6,306.0,1569,40.4,174,0,10.399999999999977,63387.6,0.11089866156787763
1,295.5,306.0,1621,29.5,176,0,10.5,47819.5,0.10857495373226403
2,295.4,305.9,1518,40.6,178,0,10.5,61630.8,0.11725955204216074
2,295.4,305.8,1526,38.2,181,0,10.400000000000034,58293.200000000004,0.11861074705111402
2,295.3,305.8,1589,36.2,184,0,10.5,57521.8,0.1157960981749528
1,295.3,305.7,1475,51.0,187,0,10.399999999999977,75225.0,0.12677966101694915
2,295.3,305.7,1473,38.5,189,0,10.399999999999977,56710.5,0.12830957230142567
1,295.4,305.8,1407,50.7,192,0,10.400000000000034,71334.90000000001,0.13646055437100213
2,295.5,305.9,1518,44.1,194,0,10.399999999999977,66943.8,0.12779973649538867
0,295.5,305.9,1593,37.2,197,0,10.399999999999977,59259.600000000006,0.12366603892027621
2,295.5,305.9,1380,52.4,202,0,10.399999999999977,72312.0,0.1463768115942029
2,295.5,306.0,1423,45.3,205,0,10.5,64461.899999999994,0.14406184118060436
1,295.5,306.0,1800,27.6,208,0,10.5,49680.0,0.11555555555555555
0,295.6,306.1,1623,30.9,210,0,10.5,50150.7,0.12939001848428835
1,295.6,306.1,1372,55.6,215,1,10.5,76283.2,0.15670553935860057
0,295.6,306.0,1396,52.4,0,0,10.399999999999977,73150.4,0.0
1,295.6,306.0,1949,21.9,5,0,10.399999999999977,42683.1,0.002565418163160595
1,295.6,306.0,1419,51.1,7,0,10.399999999999977,72510.90000000001,0.004933051444679351
2,295.5,305.9,1453,47.3,9,0,10.399999999999977,68726.9,0.006194081211286993
1,295.5,305.9,1542,36.2,12,0,10.399999999999977,55820.4,0.007782101167315175
1,295.6,306.0,1363,50.0,14,0,10.399999999999977,68150.0,0.010271460014673514
1,295.5,306.0,1597,37.2,16,0,10.5,59408.4,0.010018785222291797
2,295.5,306.0,1326,50.8,18,0,10.5,67360.8,0.013574660633484163
2,295.5,306.0,1641,36.6,21,0,10.5,60060.600000000006,0.012797074954296161
2,295.6,306.1,1418,46.2,24,0,10.5,65511.600000000006,0.01692524682651622
1,295.6,306.2,1263,61.8,27,0,10.599999999999966,78053.4,0.021377672209026127
1,295.6,306.2,1823,25.8,29,0,10.599999999999966,47033.4,0.015907844212835986
1,295.5,306.1,1488,40.7,31,0,10.600000000000023,60561.600000000006,0.020833333333333332
1,295.6,306.2,1443,48.9,33,0,10.599999999999966,70562.7,0.02286902286902287
1,295.6,306.2,1650,28.2,35,0,10.599999999999966,46530.0,0.021212121212121213
2,295.7,306.3,1462,44.3,37,0,10.600000000000023,64766.6,0.0253077975376197
2,295.6,306.2,1477,45.0,40,0,10.599999999999966,66465.0,0.027081922816519974
2,295.7,306.3,1712,28.5,43,0,10.600000000000023,48792.0,0.02511682242990654
2,295.7,306.3,1347,50.4,46,0,10.600000000000023,67888.8,0.03414996288047513
1,295.6,306.2,1287,54.8,49,0,10.599999999999966,70527.59999999999,0.03807303807303807
1,295.6,306.2,1428,44.5,51,0,10.599999999999966,63546.0,0.03571428571428571
2,295.6,306.3,1426,45.5,53,0,10.699999999999989,64883.0,0.03716690042075736
1,295.6,306.3,1636,32.7,56,0,10.699999999999989,53497.200000000004,0.034229828850855744
1,295.6,306.2,1424,42.5,58,0,10.599999999999966,60520.0,0.04073033707865169
0,295.6,306.3,1509,35.8,60,0,10.699999999999989,54022.2,0.039761431411530816
1,295.5,306.2,1448,48.9,65,0,10.699999999999989,70807.2,0.04488950276243094
1,295.5,306.1,1650,32.8,67,0,10.600000000000023,54119.99999999999,0.040606060606060604
0,295.6,306.2,1414,42.5,69,0,10.599999999999966,60095.0,0.048797736916548796
1,295.6,306.3,1911,20.9,74,0,10.699999999999989,39939.899999999994,0.03872318158032444
0,295.6,306.2,1632,32.2,76,0,10.599999999999966,52550.4,0.04656862745098039
2,295.7,306.4,1387,40.1,81,0,10.699999999999989,55618.700000000004,0.058399423215573176
1,295.8,306.4,1399,47.6,84,0,10.599999999999966,66592.40000000001,0.06004288777698356
1,295.8,306.5,1505,35.2,86,0,10.699999999999989,52976.00000000001,0.05714285714285714
1,295.8,306.5,1534,37.9,88,0,10.699999999999989,58138.6,0.05736636245110821
1,295.8,306.5,1493,40.5,90,0,10.699999999999989,60466.5,0.06028131279303416
2,295.8,306.6,1480,43.2,92,0,10.800000000000011,63936.00000000001,0.062162162162162166
1,295.8,306.6,1621,31.6,95,0,10.800000000000011,51223.600000000006,0.05860579888957434
1,295.7,306.5,1737,26.2,97,0,10.800000000000011,45509.4,0.055843408175014396
1,295.8,306.6,1508,46.5,99,0,10.800000000000011,70122.0,0.0656498673740053
2,295.8,306.5,1641,32.2,101,0,10.699999999999989,52840.200000000004,0.061547836684948204
2,295.9,306.6,1532,38.6,104,0,10.700000000000045,59135.200000000004,0.06788511749347259
1,295.9,306.7,1547,40.9,107,0,10.800000000000011,63272.299999999996,0.0691661279896574
1,295.9,306.6,1412,41.0,109,0,10.700000000000045,57892.0,0.07719546742209632
1,295.8,306.5,1568,35.1,111,0,10.699999999999989,55036.8,0.07079081632653061
1,295.9,306.6,1557,41.1,113,0,10.700000000000045,63992.700000000004,0.07257546563904946
1,295.8,306.6,1644,35.2,115,0,10.800000000000011,57868.8,0.06995133819951338
1,295.9,306.6,1679,30.4,117,0,10.700000000000045,51041.6,0.06968433591423466
1,296.0,306.6,1511,35.2,119,0,10.600000000000023,53187.200000000004,0.07875579086697551
2,296.0,306.6,1628,36.8,121,0,10.600000000000023,59910.399999999994,0.07432432432432433
2,296.0,306.6,1392,51.3,124,0,10.600000000000023,71409.59999999999,0.08908045977011494
1,296.0,306.7,1917,21.0,127,0,10.699999999999989,40257.0,0.06624934793948878
2,296.2,306.8,1526,42.3,129,0,10.600000000000023,64549.799999999996,0.08453473132372215
1,296.2,306.8,1389,53.3,132,0,10.600000000000023,74033.7,0.09503239740820735
1,296.1,306.7,1409,42.8,134,0,10.599999999999966,60305.2,0.09510290986515259
1,296.2,306.8,1655,31.1,136,0,10.600000000000023,51470.5,0.08217522658610273
1,296.2,306.9,1516,39.1,138,0,10.699999999999989,59275.6,0.09102902374670185
1,296.2,306.9,1526,34.9,140,0,10.699999999999989,53257.4,0.09174311926605505
1,296.3,307.1,1419,48.6,142,0,10.800000000000011,68963.40000000001,0.10007047216349542
1,296.4,307.2,1748,25.3,144,0,10.800000000000011,44224.4,0.08237986270022883
0,296.4,307.1,1638,32.5,146,0,10.700000000000045,53235.0,0.08913308913308914
2,296.3,307.1,1534,33.8,151,0,10.800000000000011,51849.2,0.0984354628422425
0,296.3,307.1,1774,25.9,154,0,10.800000000000011,45946.6,0.08680947012401354
2,296.2,307.0,2119,18.3,159,0,10.800000000000011,38777.700000000004,0.07503539405379896
1,296.2,307.0,1414,48.3,162,0,10.800000000000011,68296.2,0.11456859971711457
2,296.1,307.0,1523,42.0,164,0,10.899999999999977,63966.0,0.1076822061720289
1,296.1,307.1,1651,35.7,167,0,11.0,58940.700000000004,0.10115081768625075
2,296.1,307.1,1485,36.0,169,0,11.0,53460.0,0.11380471380471381
2,296.2,307.2,1168,63.4,172,0,11.0,74051.2,0.14726027397260275
1,296.3,307.3,1566,35.8,175,0,11.0,56062.799999999996,0.11174968071519796
2,296.3,307.2,1286,51.1,177,0,10.899999999999977,65714.6,0.13763608087091758
2,296.3,307.2,1446,45.9,180,0,10.899999999999977,66371.4,0.12448132780082988
2,296.4,307.2,2071,19.4,183,0,10.800000000000011,40177.399999999994,0.08836310960888459
1,296.3,307.1,1560,33.2,186,0,10.800000000000011,51792.00000000001,0.11923076923076924
1,296.3,307.1,1654,29.6,188,0,10.800000000000011,48958.4,0.11366384522370013
1,296.3,307.1,1662,32.9,190,0,10.800000000000011,54679.799999999996,0.11432009626955475
1,296.3,307.2,1646,35.0,192,0,10.899999999999977,57610.0,0.1166464155528554
1,296.2,307.1,1444,46.7,194,0,10.900000000000034,67434.8,0.13434903047091412
0,296.3,307.2,1424,42.0,196,0,10.899999999999977,59808.0,0.13764044943820225
1,296.2,307.2,1382,52.0,201,0,11.0,71864.0,0.14544138929088277
1,296.2,307.1,1413,53.4,203,0,10.900000000000034,75454.2,0.14366595895258316
2,296.2,307.2,1633,31.1,0,0,11.0,50786.3,0.0
1,296.2,307.1,1441,41.7,3,0,10.900000000000034,60089.700000000004,0.002081887578070784
2,296.2,307.2,1385,44.0,5,0,11.0,60940.0,0.0036101083032490976
2,296.2,307.2,1552,34.8,8,0,11.0,54009.6,0.005154639175257732
2,296.2,307.3,1451,42.8,11,0,11.100000000000023,62102.799999999996,0.007580978635423846
2,296.1,307.1,1433,38.5,14,0,11.0,55170.5,0.009769713886950453
2,296.1,307.2,1619,29.7,17,0,11.099999999999966,48084.299999999996,0.010500308832612723
1,296.2,307.2,1445,41.8,20,0,11.0,60400.99999999999,0.01384083044982699
1,296.2,307.2,1356,43.6,22,0,11.0,59121.6,0.016224188790560472
2,296.3,307.2,1319,68.3,24,1,10.899999999999977,90087.7,0.01819560272934041
1,296.3,307.2,1637,31.6,27,0,10.899999999999977,51729.200000000004,0.016493585827733658
1,296.3,307.2,1291,58.6,29,0,10.899999999999977,75652.6,0.022463206816421378
1,296.3,307.3,1398,52.7,31,0,11.0,73674.6,0.022174535050071532
1,296.3,307.3,1372,57.7,33,0,11.0,79164.40000000001,0.024052478134110787
2,296.3,307.2,1454,42.5,35,0,10.899999999999977,61795.0,0.024071526822558458
1,296.2,307.2,1515,36.5,38,0,11.0,55297.5,0.025082508250825083
1,296.2,307.3,1881,24.3,40,0,11.100000000000023,45708.3,0.02126528442317916
1,296.2,307.3,1711,29.9,42,0,11.100000000000023,51158.899999999994,0.024547048509643482
1,296.2,307.3,1475,37.0,44,0,11.100000000000023,54575.0,0.029830508474576273
1,296.4,307.4,1512,36.8,46,0,11.0,55641.6,0.03042328042328042
2,296.3,307.4,1335,50.5,48,0,11.099999999999966,67417.5,0.035955056179775284
1,296.3,307.4,1472,39.9,51,0,11.099999999999966,58732.799999999996,0.034646739130434784
2,296.2,307.3,1477,35.2,53,0,11.100000000000023,51990.4,0.03588354773188896
1,296.3,307.4,1760,28.4,56,0,11.099999999999966,49984.0,0.031818181818181815
1,296.4,307.5,1549,36.1,58,0,11.100000000000023,55918.9,0.03744351194318916
1,296.3,307.4,1648,34.0,60,0,11.099999999999966,56032.0,0.03640776699029126
0,296.4,307.5,1556,38.0,62,0,11.100000000000023,59128.0,0.03984575835475578
2,296.3,307.4,1958,19.1,67,0,11.099999999999966,37397.8,0.03421859039836568
1,296.4,307.4,1403,48.4,70,0,11.0,67905.2,0.04989308624376337
2,296.4,307.5,1684,31.4,72,0,11.100000000000023,52877.6,0.04275534441805225
0,296.4,307.5,1596,35.1,75,0,11.100000000000023,56019.600000000006,0.046992481203007516
1,296.6,307.6,1498,41.1,80,0,11.0,61567.8,0.0534045393858478
1,296.7,307.7,1524,36.8,82,0,11.0,56083.2,0.05380577427821522
1,296.7,307.7,1502,43.9,84,0,11.0,65937.8,0.0559254327563249
1,296.6,307.6,1809,25.1,86,0,11.0,45405.9,0.04754007739082366
1,296.6,307.6,1542,37.4,88,0,11.0,57670.799999999996,0.057068741893644616
1,296.5,307.6,1431,45.2,90,0,11.100000000000023,64681.200000000004,0.06289308176100629
1,296.5,307.6,1512,43.6,92,0,11.100000000000023,65923.2,0.06084656084656084
0,296.4,307.5,1403,52.8,94,0,11.100000000000023,74078.4,0.06699928724162509
1,296.4,307.5,1331,47.8,99,0,11.100000000000023,63621.799999999996,0.0743801652892562
2,296.6,307.7,1474,52.6,101,0,11.099999999999966,77532.40000000001,0.06852103120759837
1,296.5,307.6,1607,33.5,104,0,11.100000000000023,53834.5,0.06471686372121967
1,296.5,307.6,1415,44.2,106,0,11.100000000000023,62543.00000000001,0.07491166077738516
1,296.6,307.6,1671,28.8,108,0,11.0,48124.8,0.06463195691202872
1,296.6,307.7,1556,37.7,110,0,11.099999999999966,58661.200000000004,0.07069408740359898
1,296.7,307.7,1927,23.9,112,0,11.0,46055.299999999996,0.05812143227815257
2,296.7,307.7,1597,32.1,114,0,11.0,51263.700000000004,0.07138384470882905
0,296.8,307.8,1627,30.5,117,0,11.0,49623.5,0.07191149354640443
1,296.8,307.8,1480,39.4,122,0,11.0,58312.0,0.08243243243243244
1,296.8,307.8,1565,39.5,124,0,11.0,61817.5,0.0792332268370607
1,296.8,307.8,1573,36.4,126,0,11.0,57257.2,0.08010171646535283
1,296.7,307.8,1605,31.3,128,0,11.100000000000023,50236.5,0.07975077881619938
2,296.7,307.9,1874,21.3,130,0,11.199999999999989,39916.200000000004,0.06937033084311633
0,296.7,307.9,1424,53.8,133,0,11.199999999999989,76611.2,0.09339887640449439
1,296.7,307.9,1420,50.1,138,0,11.199999999999989,71142.0,0.09718309859154929
1,296.8,307.9,1372,49.0,140,0,11.099999999999966,67228.0,0.10204081632653061
2,296.8,307.8,1664,32.8,142,0,11.0,54579.2,0.08533653846153846
2,296.8,307.9,1409,44.3,145,0,11.099999999999966,62418.7,0.10290986515259049
1,296.8,307.9,1718,25.2,148,0,11.099999999999966,43293.6,0.08614668218859138
2,296.9,307.8,1544,40.3,150,0,10.900000000000034,62223.2,0.09715025906735751
1,296.9,307.8,1466,45.7,153,0,10.900000000000034,66996.2,0.1043656207366985
1,296.8,307.8,1394,47.7,155,0,11.0,66493.8,0.11119081779053085
2,296.9,307.8,1840,24.6,157,0,10.900000000000034,45264.0,0.08532608695652173
2,296.9,307.8,1477,37.2,160,0,10.900000000000034,54944.4,0.1083276912660799
1,296.9,307.8,1425,49.1,163,0,10.900000000000034,69967.5,0.1143859649122807
2,297.0,307.9,1414,46.2,165,0,10.899999999999977,65326.8,0.1166902404526167
1,297.0,307.8,1414,47.5,168,0,10.800000000000011,67165.0,0.1188118811881188
1,297.0,307.9,1595,31.7,170,0,10.899999999999977,50561.5,0.10658307210031348
0,296.9,307.8,1345,54.5,172,0,10.900000000000034,73302.5,0.12788104089219332
1,296.9,307.7,1653,35.9,177,0,10.800000000000011,59342.7,0.10707803992740472
1,296.8,307.6,1547,36.5,179,0,10.800000000000011,56465.5,0.11570782159017454
0,296.9,307.7,1656,30.8,181,0,10.800000000000011,51004.8,0.10929951690821256
1,297.0,307.7,1731,28.5,186,0,10.699999999999989,49333.5,0.10745233968804159
1,297.0,307.8,1774,28.0,188,0,10.800000000000011,49672.0,0.10597519729425028
1,297.0,307.8,1521,40.2,190,0,10.800000000000011,61144.200000000004,0.12491781722550953
0,297.1,307.9,1420,39.8,192,0,10.799999999999955,56515.99999999999,0.1352112676056338
1,297.0,307.8,1683,32.3,197,0,10.800000000000011,54360.899999999994,0.11705288175876412
2,297.0,307.7,1498,47.1,199,0,10.699999999999989,70555.8,0.1328437917222964
1,297.0,307.8,1385,56.4,202,1,10.800000000000011,78114.0,0.14584837545126353
1,297.0,307.9,1455,49.0,204,0,10.899999999999977,71295.0,0.1402061855670103
